Event Name,Event Time,Status,External Url
Agile Tech Talks – “Strawberry Jam with Tasty Lumps”,"Mar 16, 2022 03:00 PM - Mar 16, 2022 03:30 PM",APPROVED,https://www.agilealliance.org/agile-tech-talks/strawberry-jam/
